Longitude,Latitude,Lote,Conjunto de datos,Producto,Id obj.,EC Sperficial(dS/m),EC SubSuperficial(dS/m),Elevation(m),(seco)Masa de rend.(tonne/ha),MO del suelo(%),pH del suelo((1))
-63.95481430,-31.31754422,1,nutrientes,NO Product,902,17.90,8.255,353.98,1.699,2.454,6.502
-63.95481430,-31.31737324,1,nutrientes,NO Product,903,18.10,8.332,353.98,1.872,2.439,6.487
-63.95481430,-31.31718425,1,nutrientes,NO Product,904,18.42,8.502,353.98,1.952,2.423,6.468
-63.95481430,-31.31701327,1,nutrientes,NO Product,905,18.58,8.668,353.99,1.996,2.407,6.450
-63.95481430,-31.31683328,1,nutrientes,NO Product,906,18.72,8.702,354.00,2.074,2.391,6.436
-63.95481430,-31.31665330,1,nutrientes,NO Product,907,18.81,8.692,354.01,2.140,2.379,6.431
-63.95481430,-31.31647331,1,nutrientes,NO Product,908,18.73,8.624,354.02,2.242,2.370,6.433
-63.95481430,-31.31629332,1,nutrientes,NO Product,909,18.71,8.602,354.02,2.299,2.362,6.440
-63.95481430,-31.31610434,1,nutrientes,NO Product,910,18.49,8.538,354.04,2.373,2.356,6.450
-63.95481430,-31.31593335,1,nutrientes,NO Product,911,18.25,8.535,354.05,2.441,2.352,6.462
-63.95481430,-31.31575337,1,nutrientes,NO Product,912,17.93,8.499,354.06,2.488,2.349,6.473
-63.95481430,-31.31556438,1,nutrientes,NO Product,913,17.67,8.508,354.07,2.484,2.348,6.483
-63.95481430,-31.31539340,1,nutrientes,NO Product,914,17.58,8.449,354.09,2.485,2.348,6.493
-63.95480376,-31.31520441,1,nutrientes,NO Product,915,17.47,8.308,354.11,2.494,2.347,6.502
-63.95481430,-31.31503343,1,nutrientes,NO Product,916,17.33,8.066,354.13,2.508,2.340,6.512
-63.95481430,-31.31484444,1,nutrientes,NO Product,917,17.01,7.765,354.15,2.489,2.326,6.523
-63.95481430,-31.31466446,1,nutrientes,NO Product,918,16.84,7.469,354.17,2.431,2.305,6.533
-63.95480376,-31.31449347,1,nutrientes,NO Product,919,16.66,7.290,354.20,2.390,2.280,6.543
-63.95481430,-31.31431348,1,nutrientes,NO Product,920,16.63,7.288,354.22,2.343,2.252,6.551
-63.95481430,-31.31413350,1,nutrientes,NO Product,921,16.67,7.296,354.24,2.299,2.224,6.556
-63.95481430,-31.31394451,1,nutrientes,NO Product,922,16.71,7.387,354.25,2.219,2.197,6.556
-63.95481430,-31.31376453,1,nutrientes,NO Product,923,16.74,7.435,354.26,2.202,2.171,6.551
-63.95481430,-31.31359354,1,nutrientes,NO Product,924,16.89,7.457,354.27,2.187,2.145,6.543
-63.95481430,-31.31341356,1,nutrientes,NO Product,925,16.94,7.445,354.28,2.171,2.120,6.534
-63.95481430,-31.31323357,1,nutrientes,NO Product,926,16.85,7.445,354.29,2.108,2.098,6.523
-63.95481430,-31.31305358,1,nutrientes,NO Product,927,16.65,7.437,354.30,2.025,2.078,6.513
-63.95480376,-31.31287360,1,nutrientes,NO Product,928,16.14,7.349,354.30,1.894,2.060,6.505
-63.95480376,-31.31268461,1,nutrientes,NO Product,929,15.59,7.219,354.30,1.651,2.046,6.500
-63.95481430,-31.31251363,1,nutrientes,NO Product,930,15.10,7.068,354.29,1.498,2.036,6.499
-63.95481430,-31.31233364,1,nutrientes,NO Product,931,14.58,6.794,354.29,1.331,2.028,6.500
-63.95473002,-31.31223435,1,nutrientes,NO Product,932,14.55,6.859,354.30,1.168,2.022,6.503
-63.95480376,-31.31172941,1,nutrientes,NO Product,933,15.91,7.296,354.51,1.493,2.010,6.522
-63.95481430,-31.31161370,1,nutrientes,NO Product,934,15.99,7.300,354.51,1.598,2.010,6.526
-63.95481430,-31.31142471,1,nutrientes,NO Product,935,16.21,7.386,354.49,1.714,2.012,6.527
-63.95481430,-31.31125373,1,nutrientes,NO Product,936,16.44,7.467,354.47,1.836,2.018,6.537
-63.95481430,-31.31106474,1,nutrientes,NO Product,937,16.73,7.580,354.44,1.994,2.033,6.551
-63.95481430,-31.31089376,1,nutrientes,NO Product,938,16.92,7.621,354.41,2.045,2.065,6.569
-63.95481430,-31.31070477,1,nutrientes,NO Product,939,16.97,7.656,354.38,2.042,2.107,6.592
-63.95481430,-31.31053379,1,nutrientes,NO Product,940,17.15,7.735,354.34,2.053,2.153,6.614
-63.95481430,-31.31034480,1,nutrientes,NO Product,941,17.50,7.915,354.31,2.038,2.199,6.637
-63.95481430,-31.31017381,1,nutrientes,NO Product,942,18.07,8.203,354.27,2.007,2.245,6.658
-63.95481430,-31.30998483,1,nutrientes,NO Product,943,18.82,8.562,354.24,1.963,2.286,6.675
-63.95480376,-31.30981384,1,nutrientes,NO Product,944,19.30,8.838,354.22,1.955,2.314,6.682
-63.95481430,-31.30963386,1,nutrientes,NO Product,945,18.83,8.716,354.20,1.919,2.317,6.674
-63.95481430,-31.30944487,1,nutrientes,NO Product,946,18.05,8.420,354.19,1.640,2.306,6.656
-63.95481430,-31.30927389,1,nutrientes,NO Product,947,17.31,8.100,354.17,1.404,2.289,6.634
-63.95484590,-31.30912153,1,nutrientes,NO Product,948,16.41,7.701,354.13,1.145,2.270,6.611
-63.95480376,-31.30885101,1,nutrientes,NO Product,949,16.28,7.537,354.08,1.369,2.248,6.586
-63.95481430,-31.30873393,1,nutrientes,NO Product,950,16.19,7.431,354.04,1.416,2.225,6.562
-63.95481430,-31.30855394,1,nutrientes,NO Product,951,16.37,7.462,354.02,1.372,2.200,6.538
-63.95481430,-31.30837396,1,nutrientes,NO Product,952,16.36,7.413,354.02,1.138,2.174,6.515
-63.95481430,-31.30818497,1,nutrientes,NO Product,953,16.55,7.468,354.03,1.166,2.149,6.496
-63.95481430,-31.30800499,1,nutrientes,NO Product,954,16.68,7.493,354.05,1.344,2.127,6.480
-63.95481430,-31.30783400,1,nutrientes,NO Product,955,16.87,7.589,354.07,1.559,2.111,6.469
-63.95481430,-31.30765402,1,nutrientes,NO Product,956,16.97,7.635,354.07,1.553,2.098,6.461
-63.95481430,-31.30747403,1,nutrientes,NO Product,957,16.82,7.682,354.06,1.594,2.089,6.457
-63.95481430,-31.30728505,1,nutrientes,NO Product,958,16.80,7.721,354.04,1.642,2.086,6.455
-63.95481430,-31.30711406,1,nutrientes,NO Product,959,16.84,7.752,354.02,1.678,2.088,6.456
-63.95481430,-31.30693407,1,nutrientes,NO Product,960,16.86,7.770,353.98,1.742,2.099,6.460
-63.95481430,-31.30675409,1,nutrientes,NO Product,961,16.67,7.728,353.95,1.926,2.120,6.467
-63.95481430,-31.30657410,1,nutrientes,NO Product,962,16.81,7.773,353.92,1.919,2.150,6.479
-63.95480376,-31.30638512,1,nutrientes,NO Product,963,16.61,7.737,353.91,1.885,2.188,6.493
-63.95477216,-31.30624368,1,nutrientes,NO Product,964,16.36,7.786,353.89,1.402,2.231,6.509
-63.95473002,-31.30596004,1,nutrientes,NO Product,965,16.52,7.914,353.84,1.464,2.278,6.527
-63.95481430,-31.30585416,1,nutrientes,NO Product,966,16.45,7.941,353.81,1.673,2.325,6.545
-63.95481430,-31.30567417,1,nutrientes,NO Product,967,16.79,7.967,353.78,1.969,2.371,6.564
-63.95481430,-31.30549419,1,nutrientes,NO Product,968,16.94,7.946,353.76,2.008,2.415,6.583
-63.95481430,-31.30530520,1,nutrientes,NO Product,969,17.23,7.891,353.73,2.148,2.456,6.602
-63.95481430,-31.30512522,1,nutrientes,NO Product,970,17.34,7.852,353.70,2.050,2.492,6.622
-63.95481430,-31.30495423,1,nutrientes,NO Product,971,17.39,7.865,353.67,2.003,2.522,6.640
-63.95481430,-31.30477425,1,nutrientes,NO Product,972,17.31,7.822,353.63,1.987,2.545,6.654
-63.95481430,-31.30459426,1,nutrientes,NO Product,973,17.23,7.836,353.60,1.939,2.559,6.663
-63.95481430,-31.30441428,1,nutrientes,NO Product,974,17.30,7.823,353.57,1.966,2.567,6.669
-63.95481430,-31.30422529,1,nutrientes,NO Product,975,17.18,7.825,353.53,1.978,2.572,6.675
-63.95481430,-31.30405430,1,nutrientes,NO Product,976,17.21,7.870,353.50,1.989,2.575,6.681
-63.95481430,-31.30386532,1,nutrientes,NO Product,977,17.00,7.894,353.47,2.001,2.579,6.682
-63.95480376,-31.30369433,1,nutrientes,NO Product,978,16.84,7.898,353.44,1.996,2.587,6.684
-63.95481430,-31.30350535,1,nutrientes,NO Product,979,16.66,7.860,353.40,2.007,2.602,6.683
-63.95481430,-31.30333436,1,nutrientes,NO Product,980,16.61,7.788,353.36,2.010,2.629,6.680
-63.95480376,-31.30314538,1,nutrientes,NO Product,981,16.59,7.691,353.32,1.986,2.666,6.673
-63.95481430,-31.30297439,1,nutrientes,NO Product,982,16.42,7.545,353.28,1.972,2.713,6.664
-63.95481430,-31.30278541,1,nutrientes,NO Product,983,16.33,7.447,353.23,1.966,2.766,6.658
-63.95481430,-31.30261442,1,nutrientes,NO Product,984,16.16,7.361,353.18,1.931,2.823,6.653
-63.95481430,-31.30243443,1,nutrientes,NO Product,985,16.13,7.305,353.12,1.937,2.882,6.652
-63.95481430,-31.30224545,1,nutrientes,NO Product,986,16.12,7.321,353.06,1.937,2.939,6.651
-63.95481430,-31.30207446,1,nutrientes,NO Product,987,16.28,7.386,352.99,1.945,3.000,6.650
-63.95481430,-31.30188548,1,nutrientes,NO Product,988,16.49,7.465,352.90,1.992,3.058,6.650
-63.95481430,-31.30170549,1,nutrientes,NO Product,989,17.02,7.727,352.82,2.032,3.114,6.652
-63.95481430,-31.30153451,1,nutrientes,NO Product,990,17.75,8.162,352.73,2.115,3.166,6.654
-63.95480376,-31.30135452,1,nutrientes,NO Product,991,18.79,8.928,352.64,2.190,3.212,6.656
-63.95481430,-31.30116553,1,nutrientes,NO Product,992,19.48,9.630,352.56,2.224,3.246,6.658
-63.95481430,-31.30099455,1,nutrientes,NO Product,993,19.84,10.09,352.49,2.215,3.266,6.658
-63.95481430,-31.30081456,1,nutrientes,NO Product,994,19.94,10.17,352.43,2.223,3.271,6.657
-63.95481430,-31.30063458,1,nutrientes,NO Product,995,19.68,9.813,352.38,2.168,3.264,6.655
-63.95481430,-31.30045459,1,nutrientes,NO Product,996,19.12,9.130,352.33,2.080,3.252,6.653
-63.95481430,-31.30026561,1,nutrientes,NO Product,997,18.73,8.454,352.28,1.976,3.236,6.650
-63.95481430,-31.30009462,1,nutrientes,NO Product,998,18.47,8.103,352.24,1.966,3.218,6.650
-63.95481430,-31.29990564,1,nutrientes,NO Product,999,18.38,7.976,352.21,2.130,3.200,6.652
-63.95481430,-31.29973465,1,nutrientes,NO Product,1000,18.59,8.116,352.17,2.193,3.180,6.657
-63.95481430,-31.29954566,1,nutrientes,NO Product,1001,18.84,8.451,352.14,2.182,3.156,6.669
-63.95481430,-31.29937468,1,nutrientes,NO Product,1002,19.59,9.033,352.12,2.090,3.125,6.695
-63.95481430,-31.29918569,1,nutrientes,NO Product,1003,20.32,9.563,352.10,1.977,3.081,6.741
-63.95481430,-31.29901471,1,nutrientes,NO Product,1004,20.78,9.914,352.09,1.953,3.025,6.810
-63.95481430,-31.29883472,1,nutrientes,NO Product,1005,20.80,9.920,352.09,1.927,2.959,6.894
-63.95481430,-31.29865474,1,nutrientes,NO Product,1006,20.25,9.710,352.08,1.923,2.892,6.980
-63.95481430,-31.29846575,1,nutrientes,NO Product,1007,19.74,9.349,352.09,1.803,2.830,7.057
-63.95481430,-31.29829476,1,nutrientes,NO Product,1008,19.29,9.044,352.11,1.666,2.781,7.110
-63.95481430,-31.29811478,1,nutrientes,NO Product,1009,19.14,8.785,352.14,1.517,2.746,7.135
-63.95480376,-31.29792579,1,nutrientes,NO Product,1010,18.87,8.578,352.18,1.433,2.725,7.136
-63.95481430,-31.29775481,1,nutrientes,NO Product,1011,18.43,8.370,352.23,1.329,2.711,7.123
-63.95481430,-31.29757482,1,nutrientes,NO Product,1012,17.89,8.223,352.27,1.207,2.701,7.103
-63.95481430,-31.29739484,1,nutrientes,NO Product,1013,17.42,8.114,352.30,1.054,2.712,7.093
-63.95480376,-31.29724171,1,nutrientes,NO Product,1014,16.93,8.040,352.32,0.974,2.709,7.073
-63.95469393,-31.31818227,1,nutrientes,NO Product,1015,17.81,8.470,353.91,1.441,2.512,6.535
-63.95460361,-31.31809318,1,nutrientes,NO Product,1016,17.62,8.397,353.90,1.426,2.501,6.537
-63.95460361,-31.31791320,1,nutrientes,NO Product,1017,17.89,8.424,353.90,1.422,2.489,6.538
-63.95460361,-31.31773321,1,nutrientes,NO Product,1018,18.01,8.440,353.89,1.504,2.477,6.536
-63.95460361,-31.31754422,1,nutrientes,NO Product,1019,18.31,8.562,353.90,1.704,2.463,6.529
-63.95460361,-31.31737324,1,nutrientes,NO Product,1020,18.57,8.696,353.90,1.851,2.448,6.515
-63.95460361,-31.31719325,1,nutrientes,NO Product,1021,18.68,8.832,353.91,1.912,2.431,6.497
-63.95460361,-31.31700427,1,nutrientes,NO Product,1022,18.69,8.875,353.93,1.933,2.414,6.479
-63.95460361,-31.31683328,1,nutrientes,NO Product,1023,18.65,8.840,353.94,1.976,2.397,6.465
-63.95460361,-31.31665330,1,nutrientes,NO Product,1024,18.71,8.775,353.96,2.081,2.384,6.458
-63.95460361,-31.31647331,1,nutrientes,NO Product,1025,18.52,8.603,353.97,2.193,2.372,6.457
-63.95460361,-31.31629332,1,nutrientes,NO Product,1026,18.32,8.491,353.98,2.239,2.362,6.461
-63.95460361,-31.31610434,1,nutrientes,NO Product,1027,17.97,8.334,353.99,2.297,2.352,6.470
-63.95460361,-31.31593335,1,nutrientes,NO Product,1028,17.80,8.316,354.00,2.375,2.344,6.480
-63.95460361,-31.31574437,1,nutrientes,NO Product,1029,17.59,8.295,354.02,2.439,2.338,6.491
-63.95460361,-31.31556438,1,nutrientes,NO Product,1030,17.43,8.275,354.03,2.465,2.335,6.501
-63.95460361,-31.31539340,1,nutrientes,NO Product,1031,17.18,8.162,354.05,2.490,2.334,6.511
-63.95460361,-31.31521341,1,nutrientes,NO Product,1032,17.14,7.986,354.07,2.470,2.331,6.520
-63.95460361,-31.31502443,1,nutrientes,NO Product,1033,16.89,7.779,354.09,2.450,2.325,6.529
-63.95460361,-31.31485344,1,nutrientes,NO Product,1034,16.77,7.515,354.12,2.392,2.312,6.539
-63.95460361,-31.31467345,1,nutrientes,NO Product,1035,16.64,7.307,354.14,2.308,2.295,6.549
-63.95460361,-31.31449347,1,nutrientes,NO Product,1036,16.53,7.198,354.16,2.263,2.272,6.559
-63.95460361,-31.31431348,1,nutrientes,NO Product,1037,16.59,7.184,354.18,2.226,2.247,6.568
-63.95460361,-31.31413350,1,nutrientes,NO Product,1038,16.75,7.253,354.20,2.226,2.220,6.574
-63.95460361,-31.31394451,1,nutrientes,NO Product,1039,16.83,7.346,354.21,2.153,2.194,6.573
-63.95460361,-31.31377353,1,nutrientes,NO Product,1040,16.82,7.418,354.21,2.154,2.169,6.566
-63.95460361,-31.31359354,1,nutrientes,NO Product,1041,16.98,7.503,354.22,2.145,2.146,6.554
-63.95460361,-31.31340456,1,nutrientes,NO Product,1042,17.13,7.540,354.22,2.117,2.123,6.541
-63.95460361,-31.31323357,1,nutrientes,NO Product,1043,17.08,7.582,354.23,2.036,2.102,6.527
-63.95460361,-31.31305358,1,nutrientes,NO Product,1044,16.90,7.565,354.23,1.996,2.083,6.515
-63.95460361,-31.31287360,1,nutrientes,NO Product,1045,16.49,7.472,354.23,1.873,2.066,6.506
-63.95460361,-31.31269361,1,nutrientes,NO Product,1046,16.03,7.311,354.22,1.727,2.051,6.500
-63.95460361,-31.31251363,1,nutrientes,NO Product,1047,15.55,7.144,354.22,1.550,2.039,6.498
-63.95460361,-31.31233364,1,nutrientes,NO Product,1048,15.14,6.993,354.21,1.387,2.030,6.498
-63.95468789,-31.31223413,1,nutrientes,NO Product,1049,15.04,6.973,354.22,1.307,2.022,6.500
-63.95465629,-31.31173072,1,nutrientes,NO Product,1050,15.58,7.197,354.43,1.197,2.006,6.518
-63.95460361,-31.31161370,1,nutrientes,NO Product,1051,15.65,7.225,354.43,1.376,2.004,6.522
-63.95460361,-31.31142471,1,nutrientes,NO Product,1052,16.08,7.383,354.41,1.536,2.003,6.524
-63.95460361,-31.31125373,1,nutrientes,NO Product,1053,16.42,7.487,354.39,1.688,2.002,6.532
-63.95460361,-31.31107374,1,nutrientes,NO Product,1054,16.79,7.612,354.36,1.862,2.007,6.543
-63.95460361,-31.31088476,1,nutrientes,NO Product,1055,16.96,7.644,354.33,1.903,2.045,6.565
-63.95460361,-31.31071377,1,nutrientes,NO Product,1056,16.96,7.653,354.30,1.962,2.092,6.589
-63.95460361,-31.31052479,1,nutrientes,NO Product,1057,17.08,7.688,354.27,2.001,2.139,6.613
-63.95460361,-31.31035380,1,nutrientes,NO Product,1058,17.32,7.816,354.23,2.013,2.185,6.634
-63.95460361,-31.31017381,1,nutrientes,NO Product,1059,18.01,8.115,354.18,1.993,2.227,6.653
-63.95459308,-31.30998483,1,nutrientes,NO Product,1060,18.70,8.522,354.15,1.965,2.262,6.666
-63.95460361,-31.30981384,1,nutrientes,NO Product,1061,19.29,8.838,354.13,1.958,2.286,6.672
-63.95460361,-31.30963386,1,nutrientes,NO Product,1062,18.98,8.792,354.12,1.940,2.295,6.666
-63.95460361,-31.30945387,1,nutrientes,NO Product,1063,17.97,8.368,354.11,1.740,2.293,6.653
-63.95460361,-31.30926489,1,nutrientes,NO Product,1064,17.29,8.078,354.10,1.505,2.283,6.634
-63.95459308,-31.30912423,1,nutrientes,NO Product,1065,16.41,7.658,354.06,1.242,2.268,6.613
-63.95463522,-31.30885347,1,nutrientes,NO Product,1066,16.27,7.509,354.01,1.453,2.251,6.591
-63.95460361,-31.30872493,1,nutrientes,NO Product,1067,16.07,7.349,353.96,1.503,2.231,6.567
-63.95460361,-31.30855394,1,nutrientes,NO Product,1068,16.14,7.367,353.94,1.406,2.208,6.545
-63.95460361,-31.30836496,1,nutrientes,NO Product,1069,16.14,7.359,353.94,1.136,2.184,6.523
-63.95460361,-31.30819397,1,nutrientes,NO Product,1070,16.45,7.417,353.95,1.181,2.159,6.504
-63.95460361,-31.30801399,1,nutrientes,NO Product,1071,16.55,7.475,353.97,1.337,2.135,6.488
-63.95460361,-31.30783400,1,nutrientes,NO Product,1072,16.80,7.584,353.99,1.595,2.113,6.475
-63.95460361,-31.30765402,1,nutrientes,NO Product,1073,16.88,7.692,353.99,1.683,2.094,6.465
-63.95460361,-31.30747403,1,nutrientes,NO Product,1074,16.99,7.747,353.99,1.768,2.079,6.458
-63.95460361,-31.30728505,1,nutrientes,NO Product,1075,17.01,7.791,353.97,1.827,2.069,6.454
-63.95460361,-31.30710506,1,nutrientes,NO Product,1076,17.08,7.825,353.95,1.818,2.066,6.452
-63.95460361,-31.30693407,1,nutrientes,NO Product,1077,17.15,7.847,353.92,1.977,2.073,6.455
-63.95460361,-31.30674509,1,nutrientes,NO Product,1078,17.18,7.858,353.90,2.076,2.093,6.462
-63.95460361,-31.30657410,1,nutrientes,NO Product,1079,17.13,7.869,353.87,2.193,2.126,6.474
-63.95460361,-31.30638512,1,nutrientes,NO Product,1080,17.02,7.855,353.86,1.966,2.169,6.490
-63.95458255,-31.30622313,1,nutrientes,NO Product,1081,16.84,7.904,353.85,1.535,2.217,6.507
-63.95461415,-31.30597115,1,nutrientes,NO Product,1082,16.85,8.011,353.77,1.347,2.269,6.525
-63.95460361,-31.30584516,1,nutrientes,NO Product,1083,16.92,8.125,353.72,1.717,2.320,6.543
-63.95460361,-31.30567417,1,nutrientes,NO Product,1084,17.06,8.075,353.70,2.002,2.369,6.560
-63.95460361,-31.30549419,1,nutrientes,NO Product,1085,17.23,7.989,353.68,2.130,2.415,6.577
-63.95460361,-31.30531420,1,nutrientes,NO Product,1086,17.33,7.857,353.65,2.183,2.457,6.594
-63.95460361,-31.30513422,1,nutrientes,NO Product,1087,17.35,7.775,353.61,2.098,2.492,6.610
-63.95460361,-31.30495423,1,nutrientes,NO Product,1088,17.29,7.762,353.58,2.035,2.520,6.625
-63.95460361,-31.30477425,1,nutrientes,NO Product,1089,17.19,7.769,353.55,2.008,2.540,6.639
-63.95459308,-31.30458526,1,nutrientes,NO Product,1090,16.99,7.735,353.51,1.974,2.551,6.652
-63.95460361,-31.30440528,1,nutrientes,NO Product,1091,17.02,7.753,353.48,1.981,2.554,6.665
-63.95460361,-31.30423429,1,nutrientes,NO Product,1092,16.94,7.778,353.44,2.008,2.552,6.678
-63.95460361,-31.30405430,1,nutrientes,NO Product,1093,16.97,7.843,353.41,1.989,2.547,6.691
-63.95459308,-31.30387432,1,nutrientes,NO Product,1094,16.96,7.912,353.38,1.972,2.540,6.700
-63.95460361,-31.30369433,1,nutrientes,NO Product,1095,16.93,7.927,353.34,1.941,2.537,6.708
-63.95460361,-31.30350535,1,nutrientes,NO Product,1096,16.78,7.872,353.31,1.974,2.541,6.714
-63.95460361,-31.30333436,1,nutrientes,NO Product,1097,16.72,7.792,353.27,1.946,2.557,6.715
-63.95459308,-31.30315438,1,nutrientes,NO Product,1098,16.72,7.717,353.24,1.949,2.589,6.712
-63.95459308,-31.30296539,1,nutrientes,NO Product,1099,16.63,7.633,353.20,1.913,2.635,6.704
-63.95460361,-31.30279440,1,nutrientes,NO Product,1100,16.56,7.550,353.15,1.916,2.692,6.696
-63.95460361,-31.30261442,1,nutrientes,NO Product,1101,16.47,7.455,353.10,1.920,2.756,6.687
-63.95460361,-31.30242543,1,nutrientes,NO Product,1102,16.46,7.418,353.05,1.924,2.822,6.680
-63.95460361,-31.30225445,1,nutrientes,NO Product,1103,16.54,7.397,352.99,1.924,2.887,6.674
-63.95460361,-31.30207446,1,nutrientes,NO Product,1104,16.72,7.409,352.92,1.939,2.951,6.669
-63.95460361,-31.30189448,1,nutrientes,NO Product,1105,16.90,7.441,352.84,1.955,3.012,6.666
-63.95460361,-31.30171449,1,nutrientes,NO Product,1106,17.03,7.597,352.76,2.021,3.068,6.664
-63.95459308,-31.30152551,1,nutrientes,NO Product,1107,17.33,7.872,352.67,2.089,3.118,6.664
-63.95460361,-31.30135452,1,nutrientes,NO Product,1108,17.90,8.441,352.57,2.225,3.160,6.665
-63.95460361,-31.30116553,1,nutrientes,NO Product,1109,18.74,9.190,352.48,2.257,3.190,6.666
-63.95459308,-31.30098555,1,nutrientes,NO Product,1110,19.49,9.773,352.41,2.270,3.209,6.668
-63.95460361,-31.30081456,1,nutrientes,NO Product,1111,20.07,10.08,352.33,2.180,3.215,6.669
-63.95460361,-31.30063458,1,nutrientes,NO Product,1112,19.97,9.806,352.27,2.103,3.211,6.671
-63.95460361,-31.30044559,1,nutrientes,NO Product,1113,19.47,9.242,352.22,1.882,3.200,6.674
-63.95460361,-31.30027461,1,nutrientes,NO Product,1114,18.87,8.587,352.17,1.814,3.184,6.676
-63.95460361,-31.30009462,1,nutrientes,NO Product,1115,18.41,8.207,352.12,1.876,3.165,6.682
-63.95460361,-31.29991463,1,nutrientes,NO Product,1116,18.27,8.065,352.08,2.002,3.144,6.691
-63.95460361,-31.29973465,1,nutrientes,NO Product,1117,18.44,8.186,352.05,2.220,3.121,6.705
-63.95460361,-31.29954566,1,nutrientes,NO Product,1118,18.87,8.510,352.02,2.175,3.093,6.727
-63.95460361,-31.29937468,1,nutrientes,NO Product,1119,19.69,9.034,352.00,2.096,3.058,6.762
-63.95460361,-31.29919469,1,nutrientes,NO Product,1120,20.48,9.555,351.98,2.031,3.013,6.815
-63.95460361,-31.29901471,1,nutrientes,NO Product,1121,20.96,9.918,351.98,1.993,2.957,6.885
-63.95460361,-31.29883472,1,nutrientes,NO Product,1122,20.74,9.922,351.97,1.978,2.893,6.969
-63.95460361,-31.29865474,1,nutrientes,NO Product,1123,20.30,9.726,351.97,1.919,2.825,7.061
-63.95460361,-31.29846575,1,nutrientes,NO Product,1124,19.69,9.371,351.98,1.791,2.760,7.146
-63.95460361,-31.29829476,1,nutrientes,NO Product,1125,19.40,9.094,352.00,1.622,2.711,7.200
-63.95460361,-31.29810578,1,nutrientes,NO Product,1126,19.18,8.855,352.03,1.484,2.685,7.210
-63.95460361,-31.29793479,1,nutrientes,NO Product,1127,18.90,8.639,352.06,1.408,2.674,7.191
