Longitude,Latitude,Lote,Conjunto de datos,Producto,Id obj.,EC Sperficial(dS/m),EC SubSuperficial(dS/m),Elevation(m),(seco)Masa de rend.(tonne/ha),MO del suelo(%),pH del suelo((1))
-63.95397156,-31.30855394,1,nutrientes,NO Product,1416,15.87,7.170,353.70,1.413,2.244,6.562
-63.95397156,-31.30836496,1,nutrientes,NO Product,1417,15.89,7.239,353.70,1.372,2.225,6.543
-63.95397156,-31.30819397,1,nutrientes,NO Product,1418,16.06,7.377,353.72,1.403,2.198,6.525
-63.95397156,-31.30801399,1,nutrientes,NO Product,1419,16.34,7.462,353.74,1.463,2.165,6.509
-63.95397156,-31.30783400,1,nutrientes,NO Product,1420,16.60,7.556,353.76,1.625,2.130,6.495
-63.95397156,-31.30765402,1,nutrientes,NO Product,1421,16.75,7.560,353.76,1.713,2.097,6.483
-63.95397156,-31.30746503,1,nutrientes,NO Product,1422,16.98,7.658,353.76,1.780,2.067,6.472
-63.95397156,-31.30729404,1,nutrientes,NO Product,1423,17.13,7.694,353.75,1.836,2.039,6.462
-63.95397156,-31.30710506,1,nutrientes,NO Product,1424,17.26,7.736,353.73,1.706,2.014,6.453
-63.95397156,-31.30693407,1,nutrientes,NO Product,1425,17.27,7.769,353.70,1.950,1.992,6.444
-63.95396103,-31.30675409,1,nutrientes,NO Product,1426,17.28,7.803,353.67,2.074,2.003,6.447
-63.95397156,-31.30656510,1,nutrientes,NO Product,1427,17.15,7.834,353.66,2.037,2.072,6.472
-63.95397156,-31.30639412,1,nutrientes,NO Product,1428,16.96,7.836,353.65,1.840,2.143,6.496
-63.95397156,-31.30620513,1,nutrientes,NO Product,1429,16.68,7.889,353.63,1.343,2.212,6.518
-63.95403477,-31.30597115,1,nutrientes,NO Product,1430,16.65,7.953,353.57,1.434,2.280,6.537
-63.95397156,-31.30585416,1,nutrientes,NO Product,1431,16.66,8.039,353.52,1.692,2.343,6.553
-63.95397156,-31.30567417,1,nutrientes,NO Product,1432,16.95,8.072,353.46,2.056,2.402,6.566
-63.95396103,-31.30548519,1,nutrientes,NO Product,1433,17.09,8.025,353.43,2.057,2.454,6.575
-63.95397156,-31.30531420,1,nutrientes,NO Product,1434,17.18,7.996,353.40,2.062,2.500,6.579
-63.95397156,-31.30513422,1,nutrientes,NO Product,1435,17.14,7.886,353.37,2.063,2.538,6.581
-63.95397156,-31.30494523,1,nutrientes,NO Product,1436,17.01,7.796,353.33,2.045,2.566,6.583
-63.95397156,-31.30476525,1,nutrientes,NO Product,1437,16.83,7.716,353.30,2.131,2.581,6.592
-63.95396103,-31.30458526,1,nutrientes,NO Product,1438,16.60,7.638,353.27,2.171,2.580,6.616
-63.95397156,-31.30441428,1,nutrientes,NO Product,1439,16.48,7.638,353.23,2.204,2.567,6.648
-63.95397156,-31.30423429,1,nutrientes,NO Product,1440,16.45,7.643,353.19,2.237,2.542,6.682
-63.95396103,-31.30404530,1,nutrientes,NO Product,1441,16.43,7.691,353.15,2.207,2.508,6.717
-63.95397156,-31.30387432,1,nutrientes,NO Product,1442,16.36,7.675,353.12,2.191,2.465,6.748
-63.95397156,-31.30369433,1,nutrientes,NO Product,1443,16.36,7.670,353.08,2.140,2.415,6.780
-63.95397156,-31.30351435,1,nutrientes,NO Product,1444,16.34,7.621,353.05,2.145,2.363,6.810
-63.95397156,-31.30332536,1,nutrientes,NO Product,1445,16.43,7.653,353.01,2.053,2.323,6.833
-63.95397156,-31.30315438,1,nutrientes,NO Product,1446,16.49,7.618,352.98,2.039,2.333,6.838
-63.95397156,-31.30296539,1,nutrientes,NO Product,1447,16.70,7.651,352.94,1.955,2.404,6.821
-63.95397156,-31.30279440,1,nutrientes,NO Product,1448,16.76,7.641,352.89,1.926,2.495,6.796
-63.95397156,-31.30260542,1,nutrientes,NO Product,1449,16.80,7.624,352.84,1.932,2.587,6.771
-63.95397156,-31.30243443,1,nutrientes,NO Product,1450,16.75,7.584,352.79,1.891,2.675,6.749
-63.95397156,-31.30225445,1,nutrientes,NO Product,1451,16.79,7.552,352.74,1.812,2.757,6.729
-63.95397156,-31.30207446,1,nutrientes,NO Product,1452,16.78,7.502,352.68,1.909,2.831,6.712
-63.95397156,-31.30189448,1,nutrientes,NO Product,1453,16.65,7.450,352.61,1.978,2.897,6.699
-63.95397156,-31.30170549,1,nutrientes,NO Product,1454,16.51,7.403,352.53,2.072,2.952,6.689
-63.95397156,-31.30152551,1,nutrientes,NO Product,1455,16.34,7.431,352.44,2.058,2.996,6.683
-63.95396103,-31.30135452,1,nutrientes,NO Product,1456,16.30,7.606,352.34,2.083,3.028,6.682
-63.95397156,-31.30117453,1,nutrientes,NO Product,1457,16.65,7.934,352.24,2.187,3.049,6.684
-63.95397156,-31.30099455,1,nutrientes,NO Product,1458,17.47,8.460,352.14,2.244,3.060,6.688
-63.95397156,-31.30081456,1,nutrientes,NO Product,1459,18.50,9.053,352.05,2.240,3.062,6.696
-63.95397156,-31.30063458,1,nutrientes,NO Product,1460,19.30,9.490,351.97,2.199,3.056,6.707
-63.95397156,-31.30045459,1,nutrientes,NO Product,1461,19.85,9.672,351.90,2.097,3.043,6.721
-63.95397156,-31.30026561,1,nutrientes,NO Product,1462,19.44,9.412,351.84,2.078,3.024,6.737
-63.95397156,-31.30009462,1,nutrientes,NO Product,1463,18.83,9.038,351.79,2.109,3.000,6.759
-63.95397156,-31.29991463,1,nutrientes,NO Product,1464,18.29,8.662,351.74,2.258,2.974,6.783
-63.95397156,-31.29973465,1,nutrientes,NO Product,1465,18.13,8.521,351.70,2.284,2.952,6.806
-63.95396103,-31.29954566,1,nutrientes,NO Product,1466,18.49,8.640,351.68,2.320,2.928,6.835
-63.95397156,-31.29937468,1,nutrientes,NO Product,1467,19.24,8.992,351.65,2.276,2.898,6.873
-63.95397156,-31.29919469,1,nutrientes,NO Product,1468,19.96,9.460,351.64,2.237,2.859,6.922
-63.95397156,-31.29901471,1,nutrientes,NO Product,1469,20.31,9.711,351.64,2.076,2.813,6.982
-63.95397156,-31.29883472,1,nutrientes,NO Product,1470,20.22,9.726,351.63,2.110,2.760,7.052
-63.95396103,-31.29864574,1,nutrientes,NO Product,1471,19.85,9.555,351.63,1.964,2.703,7.131
-63.95397156,-31.29847475,1,nutrientes,NO Product,1472,19.53,9.318,351.64,1.875,2.645,7.207
-63.95396103,-31.29829476,1,nutrientes,NO Product,1473,19.31,9.089,351.66,1.741,2.604,7.252
-63.95397156,-31.29811478,1,nutrientes,NO Product,1474,19.13,8.901,351.68,1.629,2.593,7.238
-63.95397156,-31.29793479,1,nutrientes,NO Product,1475,18.71,8.756,351.71,1.543,2.597,7.197
-63.95396103,-31.29775481,1,nutrientes,NO Product,1476,18.23,8.591,351.75,1.331,2.604,7.152
-63.95397156,-31.29756582,1,nutrientes,NO Product,1477,17.52,8.416,351.79,1.187,2.610,7.111
-63.95397156,-31.29738584,1,nutrientes,NO Product,1478,17.27,8.345,351.81,1.292,2.628,7.085
-63.95400317,-31.29724845,1,nutrientes,NO Product,1479,16.95,8.263,351.82,0.941,2.635,7.056
-63.95377141,-31.31806451,1,nutrientes,NO Product,1480,19.78,9.527,353.59,1.906,2.526,6.550
-63.95376088,-31.31790420,1,nutrientes,NO Product,1481,19.61,9.459,353.59,1.777,2.516,6.560
-63.95376088,-31.31773321,1,nutrientes,NO Product,1482,19.39,9.403,353.61,1.862,2.507,6.569
-63.95376088,-31.31754422,1,nutrientes,NO Product,1483,18.96,9.241,353.63,1.939,2.496,6.574
-63.95376088,-31.31736424,1,nutrientes,NO Product,1484,18.47,8.985,353.65,2.069,2.482,6.561
-63.95376088,-31.31719325,1,nutrientes,NO Product,1485,17.95,8.677,353.68,2.042,2.464,6.539
-63.95376088,-31.31701327,1,nutrientes,NO Product,1486,17.53,8.348,353.70,2.025,2.447,6.519
-63.95376088,-31.31683328,1,nutrientes,NO Product,1487,17.36,8.077,353.73,2.061,2.431,6.506
-63.95376088,-31.31665330,1,nutrientes,NO Product,1488,17.30,7.869,353.75,2.078,2.418,6.499
-63.95376088,-31.31647331,1,nutrientes,NO Product,1489,17.38,7.767,353.77,2.130,2.405,6.499
-63.95376088,-31.31629332,1,nutrientes,NO Product,1490,17.46,7.713,353.79,2.154,2.391,6.506
-63.95376088,-31.31610434,1,nutrientes,NO Product,1491,17.54,7.765,353.81,2.162,2.373,6.518
-63.95376088,-31.31593335,1,nutrientes,NO Product,1492,17.35,7.760,353.83,2.222,2.352,6.533
-63.95376088,-31.31575337,1,nutrientes,NO Product,1493,17.21,7.755,353.85,2.258,2.326,6.551
-63.95376088,-31.31557338,1,nutrientes,NO Product,1494,17.07,7.723,353.86,2.267,2.319,6.560
-63.95376088,-31.31539340,1,nutrientes,NO Product,1495,16.81,7.591,353.87,2.305,2.333,6.561
-63.95376088,-31.31520441,1,nutrientes,NO Product,1496,16.61,7.513,353.88,2.291,2.339,6.563
-63.95376088,-31.31503343,1,nutrientes,NO Product,1497,16.53,7.451,353.89,2.343,2.338,6.565
-63.95375035,-31.31484444,1,nutrientes,NO Product,1498,16.36,7.419,353.91,2.258,2.331,6.568
-63.95376088,-31.31467345,1,nutrientes,NO Product,1499,16.38,7.447,353.92,2.194,2.317,6.571
-63.95376088,-31.31449347,1,nutrientes,NO Product,1500,16.41,7.496,353.94,2.113,2.301,6.576
-63.95375035,-31.31430448,1,nutrientes,NO Product,1501,16.56,7.505,353.95,2.107,2.279,6.581
-63.95376088,-31.31413350,1,nutrientes,NO Product,1502,16.78,7.559,353.95,2.106,2.254,6.583
-63.95376088,-31.31395351,1,nutrientes,NO Product,1503,16.96,7.546,353.95,2.025,2.231,6.577
-63.95376088,-31.31377353,1,nutrientes,NO Product,1504,17.19,7.578,353.95,2.019,2.209,6.561
-63.95376088,-31.31358454,1,nutrientes,NO Product,1505,17.25,7.633,353.95,2.056,2.188,6.541
-63.95376088,-31.31341356,1,nutrientes,NO Product,1506,17.36,7.716,353.95,2.048,2.168,6.522
-63.95376088,-31.31323357,1,nutrientes,NO Product,1507,17.34,7.776,353.96,1.967,2.147,6.505
-63.95376088,-31.31304458,1,nutrientes,NO Product,1508,17.17,7.818,353.96,1.957,2.127,6.491
-63.95376088,-31.31287360,1,nutrientes,NO Product,1509,16.99,7.760,353.96,2.040,2.107,6.480
-63.95376088,-31.31268461,1,nutrientes,NO Product,1510,16.58,7.637,353.96,2.112,2.089,6.473
-63.95376088,-31.31251363,1,nutrientes,NO Product,1511,16.31,7.558,353.96,1.973,2.073,6.471
-63.95376088,-31.31233364,1,nutrientes,NO Product,1512,16.03,7.445,353.98,1.750,2.061,6.473
-63.95367661,-31.31221665,1,nutrientes,NO Product,1513,15.60,7.308,353.98,1.547,2.051,6.479
-63.95366117,-31.31189268,1,nutrientes,NO Product,1514,14.86,7.054,354.02,0.975,2.045,6.488
-63.95371874,-31.31175769,1,nutrientes,NO Product,1515,13.83,6.735,354.06,0.905,2.038,6.505
-63.95376088,-31.31161370,1,nutrientes,NO Product,1516,13.82,6.762,354.11,0.811,2.038,6.515
-63.95376088,-31.31143371,1,nutrientes,NO Product,1517,14.45,6.986,354.14,1.275,2.042,6.527
-63.95377051,-31.31124473,1,nutrientes,NO Product,1518,15.43,7.352,354.16,1.491,2.049,6.543
-63.95377001,-31.31106474,1,nutrientes,NO Product,1519,15.93,7.462,354.14,1.645,2.062,6.561
-63.95377723,-31.31091176,1,nutrientes,NO Product,1520,15.98,7.394,354.11,1.609,2.080,6.580
-63.95377141,-31.31070477,1,nutrientes,NO Product,1521,15.91,7.203,354.04,1.542,2.104,6.600
-63.95376088,-31.31052479,1,nutrientes,NO Product,1522,16.02,7.166,353.98,1.690,2.130,6.620
-63.95376088,-31.31035380,1,nutrientes,NO Product,1523,16.51,7.333,353.92,1.580,2.157,6.636
-63.95375035,-31.31017381,1,nutrientes,NO Product,1524,17.31,7.689,353.87,1.724,2.182,6.650
-63.95375035,-31.30998483,1,nutrientes,NO Product,1525,18.30,8.213,353.84,1.865,2.205,6.658
-63.95376088,-31.30981384,1,nutrientes,NO Product,1526,19.08,8.632,353.82,1.885,2.223,6.662
-63.95375035,-31.30962486,1,nutrientes,NO Product,1527,18.89,8.587,353.80,1.889,2.237,6.659
-63.95376088,-31.30945387,1,nutrientes,NO Product,1528,18.20,8.354,353.79,1.738,2.247,6.651
-63.95376088,-31.30926489,1,nutrientes,NO Product,1529,17.39,8.002,353.79,1.618,2.254,6.639
-63.95375035,-31.30913505,1,nutrientes,NO Product,1530,16.33,7.509,353.74,1.303,2.259,6.623
-63.95380302,-31.30886328,1,nutrientes,NO Product,1531,15.81,7.222,353.68,1.314,2.262,6.606
-63.95376088,-31.30873393,1,nutrientes,NO Product,1532,15.48,7.045,353.62,1.444,2.263,6.587
-63.95376088,-31.30855394,1,nutrientes,NO Product,1533,15.54,7.090,353.62,1.440,2.259,6.568
-63.95375035,-31.30836496,1,nutrientes,NO Product,1534,15.69,7.155,353.62,1.463,2.244,6.549
-63.95376088,-31.30819397,1,nutrientes,NO Product,1535,15.94,7.269,353.64,1.489,2.214,6.532
-63.95376088,-31.30801399,1,nutrientes,NO Product,1536,16.12,7.372,353.67,1.544,2.176,6.517
-63.95376088,-31.30782500,1,nutrientes,NO Product,1537,16.38,7.422,353.68,1.630,2.138,6.503
-63.95376088,-31.30764502,1,nutrientes,NO Product,1538,16.64,7.465,353.68,1.691,2.103,6.492
-63.95376088,-31.30747403,1,nutrientes,NO Product,1539,17.03,7.565,353.68,1.757,2.072,6.481
-63.95376088,-31.30728505,1,nutrientes,NO Product,1540,17.23,7.596,353.67,1.654,2.045,6.473
-63.95376088,-31.30710506,1,nutrientes,NO Product,1541,17.40,7.657,353.65,1.570,2.024,6.465
-63.95376088,-31.30693407,1,nutrientes,NO Product,1542,17.23,7.676,353.62,1.864,2.011,6.460
-63.95376088,-31.30674509,1,nutrientes,NO Product,1543,17.18,7.701,353.59,1.981,2.029,6.466
-63.95375035,-31.30656510,1,nutrientes,NO Product,1544,16.90,7.728,353.58,1.990,2.090,6.487
-63.95376088,-31.30639412,1,nutrientes,NO Product,1545,16.70,7.778,353.57,1.848,2.160,6.510
-63.95375035,-31.30620513,1,nutrientes,NO Product,1546,16.34,7.758,353.55,1.396,2.232,6.532
-63.95382408,-31.30597115,1,nutrientes,NO Product,1547,16.41,7.871,353.49,1.358,2.301,6.552
-63.95376088,-31.30585416,1,nutrientes,NO Product,1548,16.37,7.948,353.44,1.636,2.366,6.568
-63.95376088,-31.30567417,1,nutrientes,NO Product,1549,16.70,8.048,353.39,1.849,2.427,6.579
-63.95376088,-31.30548519,1,nutrientes,NO Product,1550,16.95,8.050,353.35,1.897,2.482,6.585
-63.95376088,-31.30530520,1,nutrientes,NO Product,1551,17.06,8.020,353.31,1.906,2.529,6.586
-63.95376088,-31.30513422,1,nutrientes,NO Product,1552,17.05,7.970,353.28,1.954,2.569,6.582
-63.95376088,-31.30494523,1,nutrientes,NO Product,1553,16.96,7.875,353.25,2.018,2.600,6.574
-63.95376088,-31.30477425,1,nutrientes,NO Product,1554,16.84,7.808,353.22,2.087,2.617,6.574
-63.95376088,-31.30458526,1,nutrientes,NO Product,1555,16.67,7.717,353.18,2.131,2.612,6.606
-63.95376088,-31.30440528,1,nutrientes,NO Product,1556,16.54,7.666,353.14,2.193,2.593,6.646
-63.95376088,-31.30423429,1,nutrientes,NO Product,1557,16.39,7.665,353.10,2.206,2.563,6.686
-63.95376088,-31.30405430,1,nutrientes,NO Product,1558,16.34,7.674,353.07,2.136,2.523,6.724
-63.95376088,-31.30387432,1,nutrientes,NO Product,1559,16.27,7.650,353.03,2.157,2.472,6.759
-63.95376088,-31.30368533,1,nutrientes,NO Product,1560,16.35,7.666,352.99,2.125,2.412,6.796
-63.95376088,-31.30351435,1,nutrientes,NO Product,1561,16.31,7.614,352.96,2.135,2.340,6.832
-63.95375035,-31.30332536,1,nutrientes,NO Product,1562,16.44,7.623,352.92,2.061,2.262,6.869
-63.95376088,-31.30315438,1,nutrientes,NO Product,1563,16.51,7.658,352.88,2.031,2.252,6.880
-63.95375035,-31.30296539,1,nutrientes,NO Product,1564,16.80,7.691,352.84,1.947,2.360,6.848
-63.95376088,-31.30278541,1,nutrientes,NO Product,1565,16.92,7.695,352.80,1.900,2.465,6.816
-63.95376088,-31.30261442,1,nutrientes,NO Product,1566,16.86,7.667,352.75,1.861,2.563,6.787
-63.95376088,-31.30243443,1,nutrientes,NO Product,1567,16.68,7.629,352.70,1.783,2.652,6.761
-63.95376088,-31.30225445,1,nutrientes,NO Product,1568,16.53,7.582,352.64,1.726,2.735,6.738
-63.95376088,-31.30207446,1,nutrientes,NO Product,1569,16.46,7.531,352.58,1.789,2.809,6.719
-63.95376088,-31.30189448,1,nutrientes,NO Product,1570,16.28,7.468,352.51,1.959,2.874,6.703
-63.95376088,-31.30170549,1,nutrientes,NO Product,1571,16.05,7.423,352.43,2.068,2.928,6.691
-63.95376088,-31.30153451,1,nutrientes,NO Product,1572,15.82,7.429,352.35,2.093,2.969,6.684
-63.95376088,-31.30135452,1,nutrientes,NO Product,1573,15.84,7.495,352.25,2.105,2.996,6.682
-63.95375035,-31.30116553,1,nutrientes,NO Product,1574,16.14,7.734,352.15,2.160,3.012,6.684
-63.95376088,-31.30099455,1,nutrientes,NO Product,1575,16.89,8.214,352.05,2.166,3.019,6.690
-63.95375035,-31.30081456,1,nutrientes,NO Product,1576,18.10,8.880,351.95,2.175,3.019,6.699
-63.95376088,-31.30062558,1,nutrientes,NO Product,1577,19.09,9.362,351.87,2.156,3.012,6.711
-63.95376088,-31.30045459,1,nutrientes,NO Product,1578,19.70,9.678,351.80,2.095,2.999,6.727
-63.95375035,-31.30026561,1,nutrientes,NO Product,1579,19.61,9.630,351.73,2.148,2.980,6.746
-63.95376088,-31.30009462,1,nutrientes,NO Product,1580,19.22,9.365,351.67,2.229,2.954,6.770
-63.95376088,-31.29990564,1,nutrientes,NO Product,1581,18.64,8.959,351.63,2.283,2.923,6.800
-63.95376088,-31.29973465,1,nutrientes,NO Product,1582,18.32,8.695,351.59,2.311,2.910,6.818
-63.95376088,-31.29954566,1,nutrientes,NO Product,1583,18.48,8.732,351.56,2.313,2.890,6.842
-63.95376088,-31.29937468,1,nutrientes,NO Product,1584,19.12,9.039,351.53,2.274,2.863,6.876
-63.95376088,-31.29919469,1,nutrientes,NO Product,1585,19.81,9.435,351.52,2.238,2.830,6.918
-63.95376088,-31.29900571,1,nutrientes,NO Product,1586,20.24,9.701,351.51,2.130,2.790,6.968
-63.95376088,-31.29883472,1,nutrientes,NO Product,1587,20.08,9.711,351.51,2.092,2.745,7.024
-63.95376088,-31.29865474,1,nutrientes,NO Product,1588,19.65,9.509,351.51,2.014,2.698,7.082
-63.95375035,-31.29847475,1,nutrientes,NO Product,1589,19.30,9.201,351.52,1.891,2.655,7.132
-63.95376088,-31.29829476,1,nutrientes,NO Product,1590,19.13,8.967,351.53,1.780,2.623,7.159
-63.95376088,-31.29811478,1,nutrientes,NO Product,1591,18.92,8.859,351.56,1.647,2.608,7.156
-63.95376088,-31.29793479,1,nutrientes,NO Product,1592,18.60,8.748,351.59,1.544,2.604,7.132
-63.95376088,-31.29775481,1,nutrientes,NO Product,1593,18.21,8.661,351.63,1.363,2.605,7.100
-63.95376088,-31.29757482,1,nutrientes,NO Product,1594,17.71,8.564,351.67,1.174,2.607,7.068
-63.95376088,-31.29738584,1,nutrientes,NO Product,1595,17.38,8.495,351.69,1.160,2.624,7.048
-63.95379248,-31.29725014,1,nutrientes,NO Product,1596,17.09,8.406,351.70,0.899,2.629,7.025
-63.95357126,-31.31805870,1,nutrientes,NO Product,1597,19.48,9.374,353.53,1.775,2.531,6.537
-63.95355020,-31.31790420,1,nutrientes,NO Product,1598,19.21,9.260,353.54,1.853,2.521,6.541
-63.95355020,-31.31773321,1,nutrientes,NO Product,1599,18.81,9.098,353.55,1.837,2.510,6.544
-63.95355020,-31.31755322,1,nutrientes,NO Product,1600,18.45,8.930,353.57,1.911,2.498,6.542
-63.95355020,-31.31737324,1,nutrientes,NO Product,1601,17.77,8.586,353.60,1.979,2.485,6.531
-63.95353966,-31.31719325,1,nutrientes,NO Product,1602,17.59,8.378,353.62,1.907,2.470,6.516
-63.95355020,-31.31700427,1,nutrientes,NO Product,1603,17.45,8.157,353.65,1.855,2.455,6.501
-63.95355020,-31.31683328,1,nutrientes,NO Product,1604,17.32,7.927,353.68,1.863,2.443,6.492
-63.95355020,-31.31665330,1,nutrientes,NO Product,1605,17.28,7.765,353.70,1.890,2.432,6.489
-63.95353966,-31.31646431,1,nutrientes,NO Product,1606,17.37,7.650,353.72,1.974,2.424,6.492
-63.95355020,-31.31628433,1,nutrientes,NO Product,1607,17.53,7.642,353.74,2.006,2.414,6.501
-63.95355020,-31.31611334,1,nutrientes,NO Product,1608,17.52,7.644,353.76,2.063,2.401,6.516
-63.95355020,-31.31593335,1,nutrientes,NO Product,1609,17.26,7.671,353.77,2.108,2.385,6.532
-63.95355020,-31.31575337,1,nutrientes,NO Product,1610,17.15,7.700,353.78,2.172,2.370,6.547
-63.95355020,-31.31557338,1,nutrientes,NO Product,1611,16.97,7.677,353.79,2.187,2.365,6.557
-63.95355020,-31.31538440,1,nutrientes,NO Product,1612,16.79,7.622,353.80,2.241,2.368,6.561
-63.95355020,-31.31521341,1,nutrientes,NO Product,1613,16.68,7.562,353.81,2.230,2.370,6.563
-63.95355020,-31.31502443,1,nutrientes,NO Product,1614,16.55,7.503,353.82,2.278,2.367,6.563
-63.95355020,-31.31484444,1,nutrientes,NO Product,1615,16.49,7.483,353.83,2.225,2.358,6.564
-63.95353966,-31.31467345,1,nutrientes,NO Product,1616,16.39,7.540,353.84,2.111,2.343,6.564
-63.95355020,-31.31449347,1,nutrientes,NO Product,1617,16.44,7.541,353.86,2.049,2.327,6.564
-63.95355020,-31.31431348,1,nutrientes,NO Product,1618,16.66,7.554,353.86,2.057,2.305,6.563
-63.95355020,-31.31413350,1,nutrientes,NO Product,1619,16.76,7.551,353.87,2.081,2.281,6.559
-63.95355020,-31.31395351,1,nutrientes,NO Product,1620,16.95,7.539,353.87,2.045,2.257,6.551
-63.95355020,-31.31377353,1,nutrientes,NO Product,1621,17.11,7.547,353.87,2.043,2.234,6.537
-63.95355020,-31.31359354,1,nutrientes,NO Product,1622,17.25,7.575,353.87,2.061,2.211,6.520
-63.95355020,-31.31340456,1,nutrientes,NO Product,1623,17.31,7.662,353.88,2.041,2.188,6.504
-63.95355020,-31.31323357,1,nutrientes,NO Product,1624,17.25,7.721,353.89,1.947,2.166,6.488
-63.95355020,-31.31304458,1,nutrientes,NO Product,1625,17.11,7.788,353.89,1.907,2.144,6.475
-63.95355020,-31.31287360,1,nutrientes,NO Product,1626,16.86,7.729,353.90,2.016,2.123,6.465
-63.95355020,-31.31269361,1,nutrientes,NO Product,1627,16.50,7.673,353.92,2.127,2.103,6.459
-63.95355020,-31.31250463,1,nutrientes,NO Product,1628,16.31,7.557,353.93,1.981,2.086,6.458
-63.95355020,-31.31233364,1,nutrientes,NO Product,1629,15.87,7.434,353.95,1.715,2.073,6.462
-63.95355020,-31.31215366,1,nutrientes,NO Product,1630,15.48,7.300,353.96,1.499,2.064,6.471
-63.95353966,-31.31196467,1,nutrientes,NO Product,1631,14.91,7.080,353.98,1.251,2.059,6.482
-63.95355020,-31.31178469,1,nutrientes,NO Product,1632,14.49,6.915,354.00,1.202,2.053,6.501
-63.95356073,-31.31161370,1,nutrientes,NO Product,1633,13.96,6.765,354.03,0.898,2.054,6.514
-63.95363750,-31.31150626,1,nutrientes,NO Product,1634,14.47,6.952,354.08,0.679,2.059,6.528
-63.95363447,-31.31063404,1,nutrientes,NO Product,1635,16.02,7.148,353.93,1.321,2.114,6.606
-63.95355020,-31.31052479,1,nutrientes,NO Product,1636,16.09,7.069,353.86,1.381,2.136,6.625
-63.95355020,-31.31035380,1,nutrientes,NO Product,1637,16.55,7.259,353.81,1.469,2.158,6.642
-63.95355020,-31.31017381,1,nutrientes,NO Product,1638,17.25,7.628,353.77,1.718,2.180,6.655
-63.95355020,-31.30999383,1,nutrientes,NO Product,1639,18.24,8.151,353.74,1.788,2.199,6.664
-63.95355020,-31.30980484,1,nutrientes,NO Product,1640,18.95,8.546,353.72,1.869,2.215,6.667
-63.95355020,-31.30963386,1,nutrientes,NO Product,1641,18.78,8.553,353.71,1.835,2.228,6.664
-63.95355020,-31.30945387,1,nutrientes,NO Product,1642,18.18,8.312,353.70,1.705,2.239,6.656
-63.95355020,-31.30926489,1,nutrientes,NO Product,1643,17.51,8.022,353.69,1.522,2.246,6.643
-63.95359233,-31.30913776,1,nutrientes,NO Product,1644,16.54,7.586,353.64,1.244,2.253,6.628
-63.95353966,-31.30886574,1,nutrientes,NO Product,1645,15.43,7.104,353.58,1.163,2.259,6.610
-63.95355020,-31.30873393,1,nutrientes,NO Product,1646,15.36,6.964,353.54,1.298,2.266,6.592
-63.95355020,-31.30855394,1,nutrientes,NO Product,1647,15.39,6.959,353.53,1.404,2.273,6.573
-63.95355020,-31.30837396,1,nutrientes,NO Product,1648,15.56,7.039,353.54,1.478,2.266,6.555
-63.95355020,-31.30819397,1,nutrientes,NO Product,1649,15.80,7.138,353.56,1.528,2.228,6.539
-63.95355020,-31.30801399,1,nutrientes,NO Product,1650,15.99,7.239,353.58,1.571,2.183,6.525
-63.95355020,-31.30782500,1,nutrientes,NO Product,1651,16.24,7.306,353.60,1.638,2.143,6.512
-63.95355020,-31.30765402,1,nutrientes,NO Product,1652,16.63,7.386,353.60,1.658,2.108,6.502
-63.95353966,-31.30747403,1,nutrientes,NO Product,1653,17.11,7.469,353.60,1.629,2.080,6.494
-63.95355020,-31.30728505,1,nutrientes,NO Product,1654,17.26,7.506,353.59,1.562,2.060,6.488
-63.95355020,-31.30711406,1,nutrientes,NO Product,1655,17.38,7.549,353.57,1.484,2.048,6.484
-63.95355020,-31.30693407,1,nutrientes,NO Product,1656,17.21,7.530,353.54,1.772,2.051,6.485
-63.95355020,-31.30674509,1,nutrientes,NO Product,1657,17.10,7.608,353.51,1.977,2.077,6.494
-63.95355020,-31.30657410,1,nutrientes,NO Product,1658,16.80,7.621,353.49,2.008,2.127,6.511
-63.95355020,-31.30639412,1,nutrientes,NO Product,1659,16.80,7.689,353.47,1.864,2.192,6.532
-63.95355020,-31.30621413,1,nutrientes,NO Product,1660,16.34,7.730,353.45,1.514,2.261,6.553
-63.95348699,-31.30598015,1,nutrientes,NO Product,1661,16.27,7.798,353.40,1.443,2.331,6.573
-63.95355020,-31.30585416,1,nutrientes,NO Product,1662,16.17,7.857,353.35,1.539,2.398,6.588
-63.95355020,-31.30567417,1,nutrientes,NO Product,1663,16.47,7.932,353.30,1.788,2.460,6.599
-63.95355020,-31.30549419,1,nutrientes,NO Product,1664,16.82,7.976,353.27,1.927,2.516,6.605
-63.95355020,-31.30530520,1,nutrientes,NO Product,1665,17.02,7.984,353.23,1.914,2.565,6.604
-63.95355020,-31.30513422,1,nutrientes,NO Product,1666,17.11,7.982,353.20,1.915,2.605,6.597
-63.95355020,-31.30495423,1,nutrientes,NO Product,1667,17.02,7.906,353.16,1.982,2.637,6.585
-63.95355020,-31.30477425,1,nutrientes,NO Product,1668,16.91,7.897,353.12,2.049,2.656,6.575
-63.95355020,-31.30459426,1,nutrientes,NO Product,1669,16.75,7.829,353.09,2.090,2.649,6.613
-63.95355020,-31.30441428,1,nutrientes,NO Product,1670,16.64,7.762,353.05,2.127,2.628,6.654
-63.95355020,-31.30423429,1,nutrientes,NO Product,1671,16.67,7.771,353.01,2.105,2.598,6.694
-63.95355020,-31.30405430,1,nutrientes,NO Product,1672,16.54,7.719,352.97,2.088,2.557,6.732
